name,is.nbreak,is.tfirst,is.tfirst.pknown,is.tfirst.pknown.offs,is.tfirst.offs,is.tfirst.big,is.slope.ma,is.slope.ma.prop,is.slope.ma.prop.lev,is.intlev.initlev,is.intlev.finallev,is.intlev.levd,is.intlev.levdprop
00C,2,35.0,35.0,35.0,35.0,35.0,-0.0330101594486287,-0.00857864810042723,0.538461538461538,3.88095438821175,3.02269024254741,0.8582641456643472,0.221147702294902
00D,2,31.0,31.0,31.0,31.0,31.0,-0.0136504070065413,-0.00350924685081846,0.5333333333333329,3.90348990443535,3.49397769423911,0.40951221019623896,0.104909253058636
00J,1,49.0,49.0,49.0,49.0,49.0,-0.0356334629388727,-0.0142501440471615,0.583333333333333,2.53620207620637,2.1086005209399,0.42760155526647203,0.16859916616189902
00K,0,,,,,,,,,,,,
00L,2,35.0,35.0,35.0,35.0,35.0,-0.0278191438962796,-0.00823347472426886,0.538461538461538,3.4066045082674505,2.68330676696418,0.723297741303269,0.21232219341808103
00M,1,22.0,22.0,22.0,22.0,22.0,-0.0219790243761861,-0.00567735556323414,0.512820512820513,3.89332795283146,3.0361460021602005,0.857181950671258,0.22016690118485
00N,2,24.0,24.0,24.0,24.0,24.0,-0.0335950129841551,-0.0100944586832128,0.5135135135135139,3.3616598491921494,2.11864436877841,1.2430154804137399,0.369762419809503
00P,2,inf,inf,inf,inf,,,,,,2.8371421534979397,,
00Q,2,18.0,18.0,18.0,18.0,18.0,-0.000716916147450675,-0.00022702074629406298,0.511627906976744,3.15864921596486,3.12782182162448,0.030827394340378997,0.00975967644161533
00R,2,34.0,34.0,34.0,34.0,34.0,-0.0281509716241044,-0.0064641753991831205,0.5185185185185179,4.38307172882723,3.6229954949764105,0.760076233850819,0.173411771669589
00T,2,15.0,15.0,15.0,15.0,15.0,-0.0164307347612224,-0.0049200225115934105,0.5217391304347829,3.35599569051202,2.60018189149579,0.755813799016231,0.22521298258905603
00V,2,33.0,33.0,33.0,33.0,33.0,-0.0246258070219069,-0.00800334224056572,0.535714285714286,3.10156620038515,2.41204360377176,0.6895225966133951,0.222314325107028
